location,lat,long,alt,year,bloom_date,bloom_doy,month,meantemp,Jan_max,tmin1,precip1,Feb_max,tmin2,precip2,latdata,longdata,altdata,datasource
kyoto,35.0119831,135.6761135,44,1984,18/04/1984,109,,,6.1,-0.9,,6.4,-0.8,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,1985,9/04/1985,99,,,7.4,-0.5,,9.4,2.1,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,1986,12/04/1986,102,,,7.3,-0.7,,6.9,-0.9,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,1987,5/04/1987,95,,,9.1,1.3,,10.1,1.6,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,1988,15/04/1988,106,,,10.2,2.1,,8.2,0.6,,35.0119831,135.6761135,44,kyoto
kyoto,35.0119831,135.6761135,44,1989,3/04/1989,93,,,10.4,3.2,,10.5,3,,35.0119831,135.6761135,44,kyoto
Kanazawa,36.58972222,136.6347222,5.7,2004,1/04/2004,92,1,3.8,7,1.2,248,9.6,1.3,243,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2005,11/04/2005,101,1,4.2,7.5,1.2,265,6.6,0.6,199,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2006,12/04/2006,102,1,2.5,5.6,-0.2,179,7.8,0.5,162,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2007,9/04/2007,99,1,5.1,8.6,1.9,126,10.4,2.2,135,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2008,6/04/2008,97,1,3.8,6.9,1.2,134,5.8,-0.4,177,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2009,10/04/2009,100,1,4,7.4,1.1,278,9.3,1.4,129,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2010,6/04/2010,96,1,4.4,7.8,1.4,305,8.2,1.6,210,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2011,12/04/2011,102,1,1.5,4.3,-0.9,312,8.8,0.5,109,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2012,13/04/2012,104,1,2.9,6,0.4,253,5.6,0,189,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2013,5/04/2013,95,1,3,6.1,0.4,244,6.4,0.2,152,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2014,7/04/2014,97,1,3.9,7.3,0.7,155,6.7,0.8,96,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2015,4/04/2015,94,1,3.9,6.9,1.2,223,8.1,1.7,151,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2016,4/04/2016,95,1,5,7.9,2.3,241,8.8,1.5,282,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2017,8/04/2017,98,1,4.5,7.8,1.4,241,8.2,1.1,154,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2018,3/04/2018,93,1,2.8,6.1,-0.1,347,6.3,0,203,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2019,6/04/2019,96,1,4.4,7.7,1.3,192,9.5,1.9,93,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2020,1/04/2020,92,1,6.7,9.8,3.9,234,10.5,2.8,146,36.58,136.63,5,Kanazawa
Kanazawa,36.58972222,136.6347222,5.7,2021,29/03/2021,88,1,3.9,7.1,1.1,349,10.6,2.4,147,36.58,136.63,5,Kanazawa
Mito,36.38111111,140.4680556,29,2009,8/04/2009,98,1,4,9.6,-0.7,105,10.4,0.1,56,36.37,140.47,29,Mito
Mito,36.38111111,140.4680556,29,2010,7/04/2010,97,1,3.4,9.8,-2.3,6,9.1,-0.6,99,36.37,140.47,29,Mito
Mito,36.38111111,140.4680556,29,2011,12/04/2011,102,1,1.9,8.1,-3.5,9,10.4,-0.7,89,36.37,140.47,29,Mito
Mito,36.38111111,140.4680556,29,2012,12/04/2012,103,1,1.8,7.3,-3,28,8,-1.6,72,36.37,140.47,29,Mito
Mito,36.38111111,140.4680556,29,2013,1/04/2013,91,1,2.7,8.7,-2.5,44,8.7,-1.7,39,36.37,140.47,29,Mito
Mito,36.38111111,140.4680556,29,2014,2/04/2014,92,1,3,9.5,-2.6,24,8.9,-1.4,190,36.37,140.47,29,Mito
Mito,36.38111111,140.4680556,29,2015,4/04/2015,94,1,3.7,9.5,-1.1,75,8.9,-0.5,56,36.37,140.47,29,Mito
Mito,36.38111111,140.4680556,29,2016,6/04/2016,97,1,4,10,-1,71,11,-0.4,26,36.37,140.47,29,Mito
Mito,36.38111111,140.4680556,29,2017,10/04/2017,100,1,3.6,10,-1.8,18,10.9,-0.8,24,36.37,140.47,29,Mito
Mito,36.38111111,140.4680556,29,2018,28/03/2018,87,1,2.8,8.5,-2.4,49,9,-1.6,8,36.37,140.47,29,Mito
Mito,36.38111111,140.4680556,29,2019,5/04/2019,95,1,3.4,10.1,-2.5,9,10.9,0.2,52,36.37,140.47,29,Mito
Mito,36.38111111,140.4680556,29,2020,31/03/2020,91,1,5.6,10.7,0.9,124,12.1,0.8,40,36.37,140.47,29,Mito
Mito,36.38111111,140.4680556,29,2021,30/03/2021,89,1,3.4,9.4,-1.9,21,13.2,-0.5,76,36.37,140.47,29,Mito
Nagoya,35.16777778,136.9655556,51.1,2004,3/04/2004,94,1,4.3,9.1,0.2,19,11.5,1.6,41,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2005,8/04/2005,98,1,4.6,9.4,0.9,11,9.3,1,68,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2006,6/04/2006,96,1,3.8,8.3,0.4,50,10.2,1.4,125,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2007,2/04/2007,92,1,6.1,10.9,2.1,37,13.2,3.1,62,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2008,29/03/2008,89,1,5.1,9.4,1.5,27,8.9,0.1,52,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2009,3/04/2009,93,1,5.3,9.9,1.3,110,12.3,3.1,74,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2010,2/04/2010,92,1,4.6,9.1,1,12,11.5,3.1,137,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2011,6/04/2011,96,1,2.8,7.4,-0.7,10,11.8,2.2,114,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2012,6/04/2012,97,1,4.2,8.5,0.9,35,8.5,0.4,110,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2013,28/03/2013,87,1,4,9,0,52,9.1,0.9,69,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2014,31/03/2014,90,1,4.6,9.6,0.5,39,10.5,1.4,133,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2015,30/03/2015,89,1,4.9,9.1,1.5,116,10.2,1.8,35,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2016,31/03/2016,91,1,5.8,10.3,1.9,55,11.7,2.2,65,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2017,6/04/2017,96,1,4.8,9.6,1,25,10.2,1.2,48,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2018,27/03/2018,86,1,3.8,8.5,0.2,41,9.9,0.4,18,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2019,4/04/2019,94,1,5.1,9.7,1.2,15,12,3.4,57,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2020,1/04/2020,92,1,7.6,11.8,4.1,56,11.8,3.1,54,35.17,136.95,51,Nagoya
Nagoya,35.16777778,136.9655556,51.1,2021,28/03/2021,87,1,5,9.5,1.5,57,12.7,3.2,47,35.17,136.95,51,Nagoya
Oshima,34.74944444,139.3630556,74,2004,1/04/2004,92,1,7.2,10.8,3.4,33,12.7,4.6,53,34.73,139.35,74,Oshima
Oshima,34.74944444,139.3630556,74,2005,7/04/2005,97,1,7.6,11,3.9,158,10.6,3.5,171,34.73,139.35,74,Oshima
Oshima,34.74944444,139.3630556,74,2006,28/03/2006,87,1,6.4,9.8,3.3,211,11.1,4.6,307,34.73,139.35,74,Oshima
Oshima,34.74944444,139.3630556,74,2007,31/03/2007,90,1,8.3,11.3,5.2,79,13.3,5.6,94,34.73,139.35,74,Oshima
Oshima,34.74944444,139.3630556,74,2008,31/03/2008,91,1,6.6,10.1,2.9,88,10.5,1.6,113,34.73,139.35,74,Oshima
Oshima,34.74944444,139.3630556,74,2009,4/04/2009,94,1,7.8,11.2,4.6,205,12.8,5.2,116,34.73,139.35,74,Oshima
Maizuru,35.45027778,135.3180556,2.42,2004,31/03/2004,91,1,3.3,7.6,0.3,NA,11.4,0.6,102,35.45,135.32,2,Maizuru
Maizuru,35.45027778,135.3180556,2.42,2005,10/04/2005,100,1,3.6,7.8,0.5,166,7.2,0.7,194,35.45,135.32,2,Maizuru
Maizuru,35.45027778,135.3180556,2.42,2006,10/04/2006,100,1,2.8,6.3,0.2,161,8.2,0.8,144,35.45,135.32,2,Maizuru
Maizuru,35.45027778,135.3180556,2.42,2007,9/04/2007,99,1,5,9.6,1.3,99,11.2,1.7,128,35.45,135.32,2,Maizuru
Maizuru,35.45027778,135.3180556,2.42,2008,7/04/2008,98,1,3.8,7.5,1.3,200,6.7,-0.2,219,35.45,135.32,2,Maizuru
Maizuru,35.45027778,135.3180556,2.42,2009,6/04/2009,96,1,3.6,7.8,0.5,234,10.1,1.7,155,35.45,135.32,2,Maizuru
Maizuru,35.45027778,135.3180556,2.42,2010,6/04/2010,96,1,4,8.4,0.6,120,10.4,2.2,142,35.45,135.32,2,Maizuru
Maizuru,35.45027778,135.3180556,2.42,2011,10/04/2011,100,1,1.5,5.1,-0.9,204,10.3,1,119,35.45,135.32,2,Maizuru
Maizuru,35.45027778,135.3180556,2.42,2012,12/04/2012,103,1,3.1,6.5,0.9,339,5.6,-0.6,170,35.45,135.32,2,Maizuru
Osaka,34.68222222,135.5191667,23,2004,2/04/2004,93,1,5.8,9.4,2.6,19,12.6,3.8,48,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2005,8/04/2005,98,1,6.2,9.8,3,19,9.7,2.8,45,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2006,4/04/2006,94,1,5.5,9,2.3,33,10.5,3.3,102,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2007,3/04/2007,93,1,7.5,11.3,4.3,20,13,4.8,42,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2008,2/04/2008,93,1,5.8,9.3,2.9,51,8.9,1.9,61,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2009,6/04/2009,96,1,6.5,9.9,3.3,73,11.8,4.4,95,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2010,4/04/2010,94,1,6.1,9.5,2.6,46,11.8,4.3,132,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2011,7/04/2011,97,1,4.4,8.1,1,0,11.9,3.3,114,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2012,9/04/2012,100,1,5.6,8.9,2.7,34,8.4,2,97,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2013,29/03/2013,88,1,5.2,9,1.7,39,9.3,2.5,93,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2014,2/04/2014,92,1,5.9,9.8,2.2,52,9.8,2.5,55,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2015,1/04/2015,91,1,6.1,9.3,3.3,93,10.6,3.7,26,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2016,1/04/2016,92,1,6.8,10.3,3.4,67,11.5,3.7,81,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2017,6/04/2017,96,1,6.2,10,2.9,34,10.2,2.9,45,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2018,26/03/2018,85,1,5,8.4,1.8,52,9.2,1.9,29,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2019,4/04/2019,94,1,6.5,10.1,3.2,23,11.4,4.5,43,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2020,3/04/2020,94,1,8.6,11.9,5.8,61,11.9,4.7,64,34.68,135.52,23,Osaka
Osaka,34.68222222,135.5191667,23,2021,28/03/2021,87,1,6.2,9.8,3,65,13.2,4.8,45,34.68,135.52,23,Osaka
Matsue,35.45722222,133.0655556,16.9,2004,31/03/2004,91,1,4.2,7.9,1.1,132,11.7,1.8,87,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2005,8/04/2005,98,1,4.5,8.5,1.3,124,7.9,1.1,100,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2006,6/04/2006,96,1,4.1,7.9,0.9,108,8.8,1.3,127,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2007,3/04/2007,93,1,5.4,9.7,1.9,133,11.8,2.4,86,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2008,6/04/2008,97,1,4.5,8.2,1.5,150,7.5,-0.1,166,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2009,6/04/2009,96,1,3.9,7.7,0.8,243,11.2,2.6,101,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2010,3/04/2010,93,1,4.8,9,1.4,104,10.6,2.7,138,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2011,12/04/2011,102,1,2,5.1,-0.4,183,10.1,1.3,109,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2012,10/04/2012,101,1,4.1,7.2,1.6,172,6.7,0.3,96,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2013,31/03/2013,90,1,3.5,7.3,0.5,103,9.1,1.5,77,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2014,2/04/2014,92,1,4.6,8.9,1.1,210,8.4,1.9,108,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2015,2/04/2015,92,1,5.1,8.6,2.2,173,9.4,1.9,85,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2016,30/03/2016,90,1,4.8,7.9,2.1,180,10.3,1.5,168,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2017,7/04/2017,97,1,4.8,8.4,1.4,187,9.5,1.1,200,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2018,29/03/2018,88,1,3.7,7.1,1,165,7.8,-0.7,86,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2019,1/04/2019,91,1,5.8,10,1.8,72,10.8,2.8,105,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2020,30/03/2020,90,1,7.4,11,4.3,122,11.2,2.1,117,35.45,133.05,16,Matsue
Matsue,35.45722222,133.0655556,16.9,2021,27/03/2021,86,1,4.5,8.1,1.3,127,12.2,3,83,35.45,133.05,16,Matsue
Tottori,35.48777778,134.2383333,7.1,2004,29/03/2004,89,1,3.8,8,0.6,162,11.3,1.3,92,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2004,29/03/2004,89,1,3.8,8,0.6,162,11.3,1.3,92,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2005,8/04/2005,98,1,4.3,8.1,1,157,7.2,0.6,238,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2005,8/04/2005,98,1,4.3,8.1,1,157,7.2,0.6,238,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2006,7/04/2006,97,1,3.3,7.1,0.2,165,8.6,0.7,160,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2006,7/04/2006,97,1,3.3,7.1,0.2,165,8.6,0.7,160,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2007,8/04/2007,98,1,5.1,9.6,1.3,137,11.5,1.6,136,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2007,8/04/2007,98,1,5.1,9.6,1.3,137,11.5,1.6,136,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2008,4/04/2008,95,1,4,8.1,1.1,215,7.2,0,215,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2008,4/04/2008,95,1,4,8.1,1.1,215,7.2,0,215,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2009,7/04/2009,97,1,3.5,7.7,0.4,321,11.1,1.9,124,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2009,7/04/2009,97,1,3.5,7.7,0.4,321,11.1,1.9,124,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2010,4/04/2010,94,1,4.3,8.5,0.6,151,10.2,2.5,132,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2010,4/04/2010,94,1,4.3,8.5,0.6,151,10.2,2.5,132,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2011,8/04/2011,98,1,1.5,4.9,-0.7,252,9.9,1.1,102,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2011,8/04/2011,98,1,1.5,4.9,-0.7,252,9.9,1.1,102,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2012,10/04/2012,101,1,3,6.4,0.8,300,5.9,-0.7,266,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2012,10/04/2012,101,1,3,6.4,0.8,300,5.9,-0.7,266,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2013,29/03/2013,88,1,3.7,7.7,0.4,142,8.3,1.2,120,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2013,29/03/2013,88,1,3.7,7.7,0.4,142,8.3,1.2,120,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2014,2/04/2014,92,1,4.3,8.3,0.8,187,8.5,1.3,114,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2014,2/04/2014,92,1,4.3,8.3,0.8,187,8.5,1.3,114,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2015,1/04/2015,91,1,4.9,8.3,2.2,285,9.2,1.7,106,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2015,1/04/2015,91,1,4.9,8.3,2.2,285,9.2,1.7,106,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2016,31/03/2016,91,1,4.7,8.7,1.5,184,9.9,1.3,168,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2016,31/03/2016,91,1,4.7,8.7,1.5,184,9.9,1.3,168,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2017,7/04/2017,97,1,4.5,8.3,1.2,249,8.8,1.1,307,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2017,7/04/2017,97,1,4.5,8.3,1.2,249,8.8,1.1,307,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2018,28/03/2018,87,1,3.6,7.2,0.7,142,8.4,-0.9,97,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2018,28/03/2018,87,1,3.6,7.2,0.7,142,8.4,-0.9,97,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2019,4/04/2019,94,1,5.1,9.3,1.5,119,11.1,2.5,96,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2019,4/04/2019,94,1,5.1,9.3,1.5,119,11.1,2.5,96,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2020,31/03/2020,91,1,7.4,11.4,3.9,118,11.2,2.3,120,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2020,31/03/2020,91,1,7.4,11.4,3.9,118,11.2,2.3,120,35.48,134.23,7,Tottori
Tottori,35.48777778,134.2383333,7.1,2021,29/03/2021,88,1,4.3,8.6,0.7,145,12.3,2.1,117,35.48,134.23,7,Tottori
Tottori,35.53083333,134.1994444,6,2021,29/03/2021,88,1,4.3,8.6,0.7,145,12.3,2.1,117,35.48,134.23,7,Tottori
Hachijojima,33.12166667,139.7791667,151.21,2004,1/04/2004,92,1,9.5,12.2,6.9,277,14.2,8.2,157,33.12,139.77,151,Hachijojima
Hachijojima,33.12166667,139.7791667,151.21,2005,18/04/2005,108,1,10.2,12.9,7.5,182,13.1,7.4,223,33.12,139.77,151,Hachijojima
Hachijojima,33.12166667,139.7791667,151.21,2006,3/04/2006,93,1,9.3,11.8,6.8,212,14,8.9,239,33.12,139.77,151,Hachijojima
Hachijojima,33.12166667,139.7791667,151.21,2008,7/04/2008,98,1,10.3,13.1,8,170,12.2,5.7,146,33.12,139.77,151,Hachijojima
Hachijojima,33.12166667,139.7791667,151.21,2009,18/04/2009,108,1,10.2,13.3,7.3,184,14.4,8.1,157,33.12,139.77,151,Hachijojima
Hiroshima,34.39861111,132.4627778,3.6,2008,2/04/2008,93,1,5.4,9.9,2.2,75,9.8,0.3,39,34.4,132.4,3,Hiroshima
Hiroshima,34.39861111,132.4627778,3.6,2009,5/04/2009,95,1,5.2,9.6,1.8,34,12.7,4,121,34.4,132.4,3,Hiroshima
Hiroshima,34.39861111,132.4627778,3.6,2010,2/04/2010,92,1,5.2,9.9,1.3,22,12.3,4,109,34.4,132.4,3,Hiroshima
Hiroshima,34.39861111,132.4627778,3.6,2011,10/04/2011,100,1,2.9,7.6,-0.5,4,11.7,2.6,73,34.4,132.4,3,Hiroshima
Hiroshima,34.39861111,132.4627778,3.6,2012,9/04/2012,100,1,4.7,9.1,1.5,13,8.5,1,98,34.4,132.4,3,Hiroshima
Hiroshima,34.39861111,132.4627778,3.6,2013,29/03/2013,88,1,4.4,9.3,0.8,44,10.5,2.4,94,34.4,132.4,3,Hiroshima
Hiroshima,34.39861111,132.4627778,3.6,2014,30/03/2014,89,1,5.7,10.4,2.1,45,10.4,2.8,42,34.4,132.4,3,Hiroshima
Hiroshima,34.39861111,132.4627778,3.6,2015,30/03/2015,89,1,5.8,9.8,2.8,96,10.5,2.8,24,34.4,132.4,3,Hiroshima
Hiroshima,34.39861111,132.4627778,3.6,2016,2/04/2016,93,1,5.6,10,2.3,67,11,2.7,95,34.4,132.4,3,Hiroshima
Hiroshima,34.39861111,132.4627778,3.6,2017,7/04/2017,97,1,5.5,10,2.1,52,11.3,2.3,66,34.4,132.4,3,Hiroshima
Hiroshima,34.39861111,132.4627778,3.6,2018,28/03/2018,87,1,4.3,8.5,1.2,55,9.5,1,35,34.4,132.4,3,Hiroshima
Hiroshima,34.39861111,132.4627778,3.6,2019,3/04/2019,93,1,6.4,11.2,2.6,27,11.8,4,69,34.4,132.4,3,Hiroshima
Hiroshima,34.39861111,132.4627778,3.6,2020,3/04/2020,94,1,8.1,12.2,4.9,87,12.7,3.9,61,34.4,132.4,3,Hiroshima
Hiroshima,34.39861111,132.4627778,3.6,2021,25/03/2021,84,1,5.2,9.7,1.7,51,13.6,3.7,56,34.4,132.4,3,Hiroshima
Kochi,33.56805556,133.5494444,0.5,2008,28/03/2008,88,1,7.1,11.9,3.1,111,11.8,1.4,48,33.57,133.55,0,Kochi
Kochi,33.56833333,133.5491667,3,2008,28/03/2008,88,1,7.1,11.9,3.1,111,11.8,1.4,48,33.57,133.55,0,Kochi
Kochi,33.56805556,133.5494444,0.5,2009,24/03/2009,83,1,6.8,11.9,2.5,79,15.1,5.8,176,33.57,133.55,0,Kochi
Kochi,33.56833333,133.5491667,3,2009,24/03/2009,83,1,6.8,11.9,2.5,79,15.1,5.8,176,33.57,133.55,0,Kochi
Kochi,33.56805556,133.5494444,0.5,2010,21/03/2010,80,1,6.5,12.2,1.3,30,14.6,5.6,193,33.57,133.55,0,Kochi
Kochi,33.56833333,133.5491667,3,2010,21/03/2010,80,1,6.5,12.2,1.3,30,14.6,5.6,193,33.57,133.55,0,Kochi
Kochi,33.56805556,133.5494444,0.5,2011,31/03/2011,90,1,4.3,10.1,-0.7,0,14.5,4,80,33.57,133.55,0,Kochi
Kochi,33.56833333,133.5491667,3,2011,31/03/2011,90,1,4.3,10.1,-0.7,0,14.5,4,80,33.57,133.55,0,Kochi
Kochi,33.56805556,133.5494444,0.5,2012,27/03/2012,87,1,6.3,11.6,2,32,11.4,2.3,157,33.57,133.55,0,Kochi
Kochi,33.56833333,133.5491667,3,2012,27/03/2012,87,1,6.3,11.6,2,32,11.4,2.3,157,33.57,133.55,0,Kochi
Kochi,33.56805556,133.5494444,0.5,2013,22/03/2013,81,1,5.8,11.5,1.1,39,13,3.3,133,33.57,133.55,0,Kochi
Kochi,33.56833333,133.5491667,3,2013,22/03/2013,81,1,5.8,11.5,1.1,39,13,3.3,133,33.57,133.55,0,Kochi
Kochi,33.56805556,133.5494444,0.5,2014,25/03/2014,84,1,7,12.8,2,39,12.8,4.1,133,33.57,133.55,0,Kochi
Kochi,33.56833333,133.5491667,3,2014,25/03/2014,84,1,7,12.8,2,39,12.8,4.1,133,33.57,133.55,0,Kochi
Kochi,33.56805556,133.5494444,0.5,2015,30/03/2015,89,1,7.2,12.3,2.7,123,12.7,2.4,73,33.57,133.55,0,Kochi
Kochi,33.56833333,133.5491667,3,2015,30/03/2015,89,1,7.2,12.3,2.7,123,12.7,2.4,73,33.57,133.55,0,Kochi
Kochi,33.56805556,133.5494444,0.5,2016,2/04/2016,93,1,7.1,12.2,2.7,74,13.5,3.5,219,33.57,133.55,0,Kochi
Kochi,33.56833333,133.5491667,3,2016,2/04/2016,93,1,7.1,12.2,2.7,74,13.5,3.5,219,33.57,133.55,0,Kochi
Kochi,33.56805556,133.5494444,0.5,2017,6/04/2017,96,1,7.1,12.9,2.5,23,13.1,2.6,64,33.57,133.55,0,Kochi
Kochi,33.56833333,133.5491667,3,2017,6/04/2017,96,1,7.1,12.9,2.5,23,13.1,2.6,64,33.57,133.55,0,Kochi
Kochi,33.56805556,133.5494444,0.5,2018,19/03/2018,78,1,5.4,10.9,0.9,97,11.2,1.2,108,33.57,133.55,0,Kochi
Kochi,33.56833333,133.5491667,3,2018,19/03/2018,78,1,5.4,10.9,0.9,97,11.2,1.2,108,33.57,133.55,0,Kochi
Kochi,33.56805556,133.5494444,0.5,2019,29/03/2019,88,1,7.3,13.1,2.6,24,14.2,5.4,81,33.57,133.55,0,Kochi
Kochi,33.56833333,133.5491667,3,2019,29/03/2019,88,1,7.3,13.1,2.6,24,14.2,5.4,81,33.57,133.55,0,Kochi
Kochi,33.56805556,133.5494444,0.5,2020,2/04/2020,93,1,9.2,14.4,5,153,14.5,4.2,100,33.57,133.55,0,Kochi
Kochi,33.56833333,133.5491667,3,2020,2/04/2020,93,1,9.2,14.4,5,153,14.5,4.2,100,33.57,133.55,0,Kochi
Kochi,33.56805556,133.5494444,0.5,2021,23/03/2021,82,1,6.9,12.5,2.1,76,15.6,4.4,82,33.57,133.55,0,Kochi
Kochi,33.56833333,133.5491667,3,2021,23/03/2021,82,1,6.9,12.5,2.1,76,15.6,4.4,82,33.57,133.55,0,Kochi
